data_inicio_atividade,cidade,uf,quantidade
2025-03,SAO PAULO,SP,44
2025-01,RIO DE JANEIRO,RJ,34
2024-05,SAO PAULO,SP,34
2025-02,SAO PAULO,SP,32
2024-10,SAO PAULO,SP,31
2025-01,SAO PAULO,SP,30
2023-10,SAO PAULO,SP,30
2024-06,SAO PAULO,SP,29
2023-08,SAO PAULO,SP,25
2024-03,SAO PAULO,SP,25
2024-09,RIO DE JANEIRO,RJ,23
2023-06,SAO PAULO,SP,22
2023-11,SAO PAULO,SP,22
2022-05,SAO PAULO,SP,21
2023-05,SAO PAULO,SP,21
2024-10,RIO DE JANEIRO,RJ,20
2021-03,SAO PAULO,SP,20
2021-02,SAO PAULO,SP,20
2024-02,SAO PAULO,SP,20
2025-03,RIO DE JANEIRO,RJ,20
2024-08,SAO PAULO,SP,19
2024-07,SAO PAULO,SP,19
2024-04,SAO PAULO,SP,19
2021-01,SAO PAULO,SP,19
2023-09,RIO DE JANEIRO,RJ,19
2024-11,SAO PAULO,SP,19
2021-05,SAO PAULO,SP,18
2024-06,RIO DE JANEIRO,RJ,18
2023-04,SAO PAULO,SP,18
2020-03,SAO PAULO,SP,18
2025-02,RIO DE JANEIRO,RJ,18
2024-01,SAO PAULO,SP,18
2020-02,SAO PAULO,SP,17
2023-01,SAO PAULO,SP,17
2020-10,SAO PAULO,SP,17
2022-02,SAO PAULO,SP,17
2020-06,SAO PAULO,SP,17
2022-03,SAO PAULO,SP,16
2023-07,SAO PAULO,SP,16
2023-09,SAO PAULO,SP,16
2024-11,RIO DE JANEIRO,RJ,16
2024-09,SAO PAULO,SP,16
2024-12,SAO PAULO,SP,16
2023-03,RIO DE JANEIRO,RJ,16
2023-03,SAO PAULO,SP,16
2023-08,RIO DE JANEIRO,RJ,15
2021-08,SAO PAULO,SP,15
2020-07,SAO PAULO,SP,15
2022-09,SAO PAULO,SP,15
2023-05,RIO DE JANEIRO,RJ,15
2019-07,SAO PAULO,SP,14
2023-07,RIO DE JANEIRO,RJ,14
2023-02,SAO PAULO,SP,14
2024-03,RIO DE JANEIRO,RJ,14
2024-04,RIO DE JANEIRO,RJ,14
2019-09,SAO PAULO,SP,14
2023-04,RIO DE JANEIRO,RJ,14
2023-06,RIO DE JANEIRO,RJ,14
2022-08,SAO PAULO,SP,14
2024-01,RIO DE JANEIRO,RJ,13
2024-08,RIO DE JANEIRO,RJ,13
2021-10,SAO PAULO,SP,13
2025-03,BRASILIA,DF,13
2018-06,SAO PAULO,SP,13
2022-01,RIO DE JANEIRO,RJ,13
2020-09,SAO PAULO,SP,13
2024-02,RIO DE JANEIRO,RJ,13
2022-07,SAO PAULO,SP,13
2021-10,RIO DE JANEIRO,RJ,13
2021-06,SAO PAULO,SP,13
2022-06,SAO PAULO,SP,13
2018-10,SAO PAULO,SP,12
2019-08,SAO PAULO,SP,12
2020-08,SAO PAULO,SP,12
2019-05,SAO PAULO,SP,12
2023-10,RIO DE JANEIRO,RJ,12
2021-11,SAO PAULO,SP,12
2021-07,SAO PAULO,SP,12
2021-07,RIO DE JANEIRO,RJ,12
2021-05,RIO DE JANEIRO,RJ,11
2024-07,RIO DE JANEIRO,RJ,11
2019-12,SAO PAULO,SP,11
2022-05,RIO DE JANEIRO,RJ,11
2023-02,RIO DE JANEIRO,RJ,11
2021-03,RIO DE JANEIRO,RJ,11
2021-08,RIO DE JANEIRO,RJ,11
2022-12,SAO PAULO,SP,11
2021-04,SAO PAULO,SP,11
2023-12,SAO PAULO,SP,11
2019-09,RIO DE JANEIRO,RJ,11
2023-11,RIO DE JANEIRO,RJ,10
2024-05,RIO DE JANEIRO,RJ,10
2022-10,SAO PAULO,SP,10
2023-01,RIO DE JANEIRO,RJ,10
2019-01,RIO DE JANEIRO,RJ,10
2025-01,BELO HORIZONTE,MG,10
2024-12,RIO DE JANEIRO,RJ,10
2022-03,RIO DE JANEIRO,RJ,10
2018-03,SAO PAULO,SP,10
2024-09,CURITIBA,PR,10
2024-10,BELO HORIZONTE,MG,10
2025-02,FORTALEZA,CE,10
2020-05,SAO PAULO,SP,10
2022-11,SAO PAULO,SP,10
2021-02,RIO DE JANEIRO,RJ,10
2021-09,RIO DE JANEIRO,RJ,10
2025-04,SAO PAULO,SP,9
2020-09,RIO DE JANEIRO,RJ,9
2020-11,SAO PAULO,SP,9
2018-01,RIO DE JANEIRO,RJ,9
2021-06,RIO DE JANEIRO,RJ,9
2024-03,FORTALEZA,CE,9
2025-02,CURITIBA,PR,9
2020-04,SAO PAULO,SP,9
2017-01,SAO PAULO,SP,9
2020-06,RIO DE JANEIRO,RJ,9
2020-05,RIO DE JANEIRO,RJ,9
2021-04,RIO DE JANEIRO,RJ,9
2019-10,SAO PAULO,SP,9
2023-09,MANAUS,AM,9
2019-01,SAO PAULO,SP,9
2021-09,SAO PAULO,SP,9
2019-07,RIO DE JANEIRO,RJ,9
2018-07,SAO PAULO,SP,9
2020-08,RIO DE JANEIRO,RJ,8
2024-02,BRASILIA,DF,8
2019-06,SAO PAULO,SP,8
2020-01,SAO PAULO,SP,8
2024-09,BELO HORIZONTE,MG,8
2023-08,GOIANIA,GO,8
2023-02,BRASILIA,DF,8
2018-04,SAO PAULO,SP,8
2024-09,GOIANIA,GO,8
2023-03,BELO HORIZONTE,MG,8
2023-08,BELO HORIZONTE,MG,8
2019-03,SAO PAULO,SP,8
2020-12,SAO PAULO,SP,8
2024-10,BRASILIA,DF,8
2024-10,CURITIBA,PR,8
2023-08,SALVADOR,BA,8
2020-10,RIO DE JANEIRO,RJ,8
2025-03,BELO HORIZONTE,MG,8
2015-11,SAO PAULO,SP,8
2025-02,SALVADOR,BA,8
2015-05,SAO PAULO,SP,8
2025-01,GOIANIA,GO,8
2024-05,SALVADOR,BA,8
2022-10,FORTALEZA,CE,8
2025-04,RIO DE JANEIRO,RJ,8
2021-12,SAO PAULO,SP,8
2025-01,MANAUS,AM,8
2016-03,SAO PAULO,SP,8
2015-08,RIO DE JANEIRO,RJ,8
2023-07,BRASILIA,DF,8
2019-06,RIO DE JANEIRO,RJ,8
2017-05,RIO DE JANEIRO,RJ,8
2023-12,RIO DE JANEIRO,RJ,8
2024-02,SAO VICENTE,SP,8
2021-01,RIO DE JANEIRO,RJ,8
2019-04,SAO PAULO,SP,8
2024-05,BRASILIA,DF,8
2022-04,SAO PAULO,SP,8
2020-12,GOIANIA,GO,7
2019-10,RIO DE JANEIRO,RJ,7
2014-03,SAO PAULO,SP,7
2017-04,SAO PAULO,SP,7
2023-08,MANAUS,AM,7
2021-06,BELO HORIZONTE,MG,7
2020-02,BELO HORIZONTE,MG,7
2024-03,CURITIBA,PR,7
2024-09,SALVADOR,BA,7
2020-07,FORTALEZA,CE,7
2021-02,BELO HORIZONTE,MG,7
2017-10,RIO DE JANEIRO,RJ,7
2017-07,RIO DE JANEIRO,RJ,7
2023-03,FORTALEZA,CE,7
2018-08,RIO DE JANEIRO,RJ,7
2023-09,CAMPO GRANDE,MS,7
2017-08,RIO DE JANEIRO,RJ,7
2024-04,BELO HORIZONTE,MG,7
2019-02,SAO PAULO,SP,7
2020-11,RIO DE JANEIRO,RJ,7
2020-03,RIO DE JANEIRO,RJ,7
2024-04,SAO VICENTE,SP,7
2025-02,BELO HORIZONTE,MG,7
2023-06,GUARULHOS,SP,7
2019-12,RIO DE JANEIRO,RJ,7
2023-10,MANAUS,AM,7
2024-03,SALVADOR,BA,7
2019-11,SAO PAULO,SP,7
2018-05,RIO DE JANEIRO,RJ,7
2020-07,RIO DE JANEIRO,RJ,7
2023-03,SALVADOR,BA,6
2023-01,SALVADOR,BA,6
2024-08,BELO HORIZONTE,MG,6
2020-01,RIO DE JANEIRO,RJ,6
2016-07,SAO PAULO,SP,6
2024-07,FORTALEZA,CE,6
2021-08,PORTO ALEGRE,RS,6
2020-09,BRASILIA,DF,6
2024-05,SAO VICENTE,SP,6
2024-05,CURITIBA,PR,6
2022-11,FORTALEZA,CE,6
2016-03,RIO DE JANEIRO,RJ,6
2024-01,BRASILIA,DF,6
2017-03,SAO PAULO,SP,6
2011-04,RIO DE JANEIRO,RJ,6
2019-03,RIO DE JANEIRO,RJ,6
2023-11,BELO HORIZONTE,MG,6
2024-04,MANAUS,AM,6
2022-01,SAO PAULO,SP,6
2020-12,RIO DE JANEIRO,RJ,6
2020-02,CAMPINAS,SP,6
2024-04,FORTALEZA,CE,6
2024-04,BRASILIA,DF,6
2023-10,SALVADOR,BA,6
2018-05,SAO PAULO,SP,6
2024-10,PORTO ALEGRE,RS,6
2021-11,RIO DE JANEIRO,RJ,6
2023-02,BELEM,PA,6
2023-07,SALVADOR,BA,6
2018-01,SAO PAULO,SP,6
2023-01,MARICA,RJ,6
2022-03,MANAUS,AM,6
2015-12,SAO PAULO,SP,6
2023-06,BELO HORIZONTE,MG,6
2018-03,RIO DE JANEIRO,RJ,6
2023-05,MANAUS,AM,6
2020-01,BRASILIA,DF,6
2023-02,SALVADOR,BA,6
2020-04,RIO DE JANEIRO,RJ,6
2025-02,BRASILIA,DF,6
2024-02,GUARULHOS,SP,6
2023-01,RECIFE,PE,6
2018-07,RIO DE JANEIRO,RJ,6
2024-02,FORTALEZA,CE,6
2025-01,FORTALEZA,CE,6
2021-12,RIO DE JANEIRO,RJ,6
2023-01,BRASILIA,DF,6
2017-08,SAO PAULO,SP,6
2025-01,DUQUE DE CAXIAS,RJ,6
2025-01,CURITIBA,PR,6
2018-08,SAO PAULO,SP,6
2023-07,BELO HORIZONTE,MG,6
2023-05,BELO HORIZONTE,MG,6
2025-01,BELEM,PA,6
2024-12,FORTALEZA,CE,6
2024-11,GOIANIA,GO,6
2024-11,BRASILIA,DF,6
2024-10,SALVADOR,BA,6
2015-10,RIO DE JANEIRO,RJ,6
2022-02,RIO DE JANEIRO,RJ,6
2024-09,PORTO ALEGRE,RS,6
2017-09,BRASILIA,DF,5
2025-01,FLORIANOPOLIS,SC,5
2022-07,FORTALEZA,CE,5
2024-07,DUQUE DE CAXIAS,RJ,5
2017-09,RIO DE JANEIRO,RJ,5
2024-07,CARUARU,PE,5
2021-11,SALVADOR,BA,5
2024-07,CAMPO GRANDE,MS,5
2022-04,CURITIBA,PR,5
2023-07,FORTALEZA,CE,5
2023-02,FORTALEZA,CE,5
2024-12,GOIANIA,GO,5
2024-07,BRASILIA,DF,5
2015-01,SAO PAULO,SP,5
2024-06,SAO VICENTE,SP,5
2023-08,FORTALEZA,CE,5
2022-07,RIO DE JANEIRO,RJ,5
2014-06,SAO PAULO,SP,5
2022-07,GUARULHOS,SP,5
2021-04,SALVADOR,BA,5
2018-10,BELO HORIZONTE,MG,5
2023-10,GOIANIA,GO,5
2022-05,BRASILIA,DF,5
2021-06,CAMPINAS,SP,5
2017-09,SAO PAULO,SP,5
2022-07,BRASILIA,DF,5
2025-01,CAMPINAS,SP,5
2023-02,MANAUS,AM,5
2016-05,SAO PAULO,SP,5
2023-11,BRASILIA,DF,5
2021-04,BELO HORIZONTE,MG,5
2019-01,BELO HORIZONTE,MG,5
2024-05,GOIANIA,GO,5
2018-10,RIO DE JANEIRO,RJ,5
2022-11,BELO HORIZONTE,MG,5
2020-10,GOIANIA,GO,5
2021-11,BRASILIA,DF,5
2016-04,SAO PAULO,SP,5
2024-12,BRASILIA,DF,5
2023-02,MARICA,RJ,5
2023-05,BELEM,PA,5
2018-11,SAO PAULO,SP,5
2024-01,BELO HORIZONTE,MG,5
2023-03,CURITIBA,PR,5
2017-03,RIO DE JANEIRO,RJ,5
2022-11,RIO DE JANEIRO,RJ,5
2024-01,CURITIBA,PR,5
2016-08,SAO PAULO,SP,5
2012-08,SAO PAULO,SP,5
2025-01,JABOATAO DOS GUARARAPES,PE,5
2022-05,SALVADOR,BA,5
2022-04,BELO HORIZONTE,MG,5
2024-04,SALVADOR,BA,5
2023-05,GOIANIA,GO,5
2024-11,MACAE,RJ,5
2021-02,BRASILIA,DF,5
2022-09,BELO HORIZONTE,MG,5
2025-01,BELFORD ROXO,RJ,5
2024-11,BELO HORIZONTE,MG,5
2025-02,CAMPINAS,SP,5
2019-05,FORTALEZA,CE,5
2021-08,BELO HORIZONTE,MG,5
2022-12,CURITIBA,PR,5
2016-06,SAO PAULO,SP,5
2025-01,CONTAGEM,MG,5
2025-02,GOIANIA,GO,5
2015-07,SAO PAULO,SP,5
2025-02,RECIFE,PE,5
2018-09,SAO PAULO,SP,5
2024-10,RIBEIRAO PRETO,SP,5
2022-04,RIO DE JANEIRO,RJ,5
2025-03,GOIANIA,GO,5
2025-03,SAO GONCALO,RJ,5
2021-08,BRASILIA,DF,5
2022-12,GOIANIA,GO,5
2019-10,BELO HORIZONTE,MG,5
2025-04,BELO HORIZONTE,MG,5
2023-10,CURITIBA,PR,5
2022-09,GOIANIA,GO,5
2018-11,BELO HORIZONTE,MG,5
2025-04,BRASILIA,DF,5
2021-07,GOIANIA,GO,5
2013-09,SAO PAULO,SP,5
2025-04,FORTALEZA,CE,5
2018-02,SAO PAULO,SP,5
2020-09,GOIANIA,GO,5
2022-10,BRASILIA,DF,5
2025-04,GOIANIA,GO,5
2019-08,SALVADOR,BA,5
2018-09,SALVADOR,BA,5
2024-02,CURITIBA,PR,5
2019-08,RIO DE JANEIRO,RJ,5
2018-09,RIO DE JANEIRO,RJ,5
2024-08,NOVA IGUACU,RJ,5
2024-08,MANAUS,AM,5
2016-11,SAO PAULO,SP,5
2021-03,BRASILIA,DF,5
2024-01,SAO VICENTE,SP,5
2019-04,RIO DE JANEIRO,RJ,5
2024-08,GOIANIA,GO,5
2025-01,CUIABA,MT,5
2022-02,GUARULHOS,SP,5
2024-08,FLORIANOPOLIS,SC,5
1966-07,SAO PAULO,SP,5
2024-08,BRASILIA,DF,5
2022-08,BRASILIA,DF,5
2014-11,RIO DE JANEIRO,RJ,5
2024-01,MANAUS,AM,5
2021-10,BELO HORIZONTE,MG,5
2018-11,RIO DE JANEIRO,RJ,5
2024-01,GOIANIA,GO,5
2023-06,MANAUS,AM,5
2022-01,BRASILIA,DF,5
2020-08,CAMPINAS,SP,5
2024-06,FORTALEZA,CE,5
2020-01,BELO HORIZONTE,MG,4
2024-05,BELO HORIZONTE,MG,4
2016-10,RIO DE JANEIRO,RJ,4
2011-03,SAO PAULO,SP,4
2024-05,DUQUE DE CAXIAS,RJ,4
2025-04,SALVADOR,BA,4
2024-05,FORTALEZA,CE,4
2024-05,JUIZ DE FORA,MG,4
2024-05,MACEIO,AL,4
2024-05,MANAUS,AM,4
2024-05,RIBEIRAO PRETO,SP,4
2024-05,SAO GONCALO,RJ,4
2017-07,RECIFE,PE,4
2024-06,BELO HORIZONTE,MG,4
2024-06,BRASILIA,DF,4
2024-06,CURITIBA,PR,4
2024-06,GOIANIA,GO,4
2024-06,MANAUS,AM,4
2024-06,MARINGA,PR,4
2011-04,SAO PAULO,SP,4
2024-06,PORTO ALEGRE,RS,4
2024-07,BELO HORIZONTE,MG,4
2024-07,GOIANIA,GO,4
2015-04,SAO PAULO,SP,4
2024-07,MACEIO,AL,4
2024-07,MANAUS,AM,4
2024-07,RECIFE,PE,4
2024-07,RIBEIRAO PRETO,SP,4
2022-05,GOIANIA,GO,4
2024-07,SALVADOR,BA,4
2024-07,SAO VICENTE,SP,4
2024-07,SERRA,ES,4
2024-08,FORTALEZA,CE,4
2024-08,PELOTAS,RS,4
2024-08,PORTO ALEGRE,RS,4
2022-03,FORTALEZA,CE,4
2024-08,PRAIA GRANDE,SP,4
2022-06,RIO DE JANEIRO,RJ,4
2024-08,RECIFE,PE,4
2024-08,SALVADOR,BA,4
2020-08,FLORIANOPOLIS,SC,4
2024-08,UBERLANDIA,MG,4
2024-09,CONTAGEM,MG,4
2024-10,GUARUJA,SP,4
2019-07,GUARULHOS,SP,4
2024-10,RECIFE,PE,4
2019-11,BELO HORIZONTE,MG,4
2024-11,JOINVILLE,SC,4
2024-11,PALMAS,TO,4
2024-12,DUQUE DE CAXIAS,RJ,4
2019-05,RIO DE JANEIRO,RJ,4
2025-01,BRASILIA,DF,4
2025-01,IMPERATRIZ,MA,4
2019-08,CURITIBA,PR,4
2025-01,JOAO PESSOA,PB,4
2025-01,RECIFE,PE,4
2025-01,SALVADOR,BA,4
2019-05,SALVADOR,BA,4
2025-01,SAO JOSE,SC,4
2025-01,SINOP,MT,4
2025-02,GUARULHOS,SP,4
2025-02,NOVA IGUACU,RJ,4
2025-02,SAO VICENTE,SP,4
2025-03,CAMPOS DOS GOYTACAZES,RJ,4
2025-03,CURITIBA,PR,4
2025-03,FLORIANOPOLIS,SC,4
2019-08,RECIFE,PE,4
2017-08,CURITIBA,PR,4
2025-03,ITAJAI,SC,4
2025-04,CURITIBA,PR,4
2013-04,SAO PAULO,SP,4
2021-12,BRASILIA,DF,4
2018-06,RIO DE JANEIRO,RJ,4
2020-08,GUARULHOS,SP,4
2016-06,RIO DE JANEIRO,RJ,4
2021-07,FORTALEZA,CE,4
2013-05,FORTALEZA,CE,4
2022-03,SALVADOR,BA,4
2017-04,RIO DE JANEIRO,RJ,4
2018-07,BELO HORIZONTE,MG,4
2014-07,RIO DE JANEIRO,RJ,4
2021-07,RECIFE,PE,4
2021-07,SALVADOR,BA,4
2022-07,RECIFE,PE,4
2015-06,RIO DE JANEIRO,RJ,4
2020-04,BELO HORIZONTE,MG,4
2022-07,RIBEIRAO PRETO,SP,4
2020-05,BRASILIA,DF,4
2019-10,GOIANIA,GO,4
2020-09,SANTOS,SP,4
2020-04,SAO GONCALO,RJ,4
2018-03,BRASILIA,DF,4
2017-01,RIO DE JANEIRO,RJ,4
2021-08,GOIANIA,GO,4
2021-01,BELO HORIZONTE,MG,4
2022-07,BELO HORIZONTE,MG,4
2021-08,SALVADOR,BA,4
2020-11,CURITIBA,PR,4
2021-01,SALVADOR,BA,4
2021-09,BELO HORIZONTE,MG,4
2022-01,SALVADOR,BA,4
2011-11,SAO PAULO,SP,4
1966-09,RIO DE JANEIRO,RJ,4
2019-11,RIO DE JANEIRO,RJ,4
2017-05,SALVADOR,BA,4
2022-02,BELO HORIZONTE,MG,4
2013-09,RIO DE JANEIRO,RJ,4
2021-02,MANAUS,AM,4
2021-09,MANAUS,AM,4
2012-09,SAO PAULO,SP,4
2010-09,RIO DE JANEIRO,RJ,4
2022-02,PORTO ALEGRE,RS,4
2021-10,CURITIBA,PR,4
2019-07,BELO HORIZONTE,MG,4
2014-05,RIO DE JANEIRO,RJ,4
2022-07,SOROCABA,SP,4
2022-08,SALVADOR,BA,4
2022-09,FORTALEZA,CE,4
2022-10,GOIANIA,GO,4
2022-12,FORTALEZA,CE,4
2023-01,FLORIANOPOLIS,SC,4
1966-08,SAO PAULO,SP,4
2023-02,JOINVILLE,SC,4
2023-02,OSASCO,SP,4
2023-03,BRASILIA,DF,4
2023-03,FLORIANOPOLIS,SC,4
2023-04,BRASILIA,DF,4
2023-04,CAMPINAS,SP,4
2023-04,PORTO ALEGRE,RS,4
2023-04,RIBEIRAO PRETO,SP,4
2023-05,BRASILIA,DF,4
2023-05,CAMPOS DOS GOYTACAZES,RJ,4
2023-05,SAO JOSE DOS CAMPOS,SP,4
2023-06,BRASILIA,DF,4
2023-06,CURITIBA,PR,4
2023-07,FOZ DO IGUACU,PR,4
2023-07,MANAUS,AM,4
2023-08,MACEIO,AL,4
2023-09,GOIANIA,GO,4
2023-09,PORTO ALEGRE,RS,4
2023-09,SALVADOR,BA,4
2023-10,BELO HORIZONTE,MG,4
2023-10,FORTALEZA,CE,4
2023-10,PORTO ALEGRE,RS,4
2023-10,SAO VICENTE,SP,4
2023-11,MANAUS,AM,4
2023-11,SAO JOSE DOS CAMPOS,SP,4
2023-11,TERESINA,PI,4
2023-12,NATAL,RN,4
2024-01,BELEM,PA,4
2024-01,CAMPOS DOS GOYTACAZES,RJ,4
2024-01,GUARUJA,SP,4
2024-01,JUIZ DE FORA,MG,4
2024-01,PRAIA GRANDE,SP,4
2024-01,SAO JOSE DOS CAMPOS,SP,4
2024-02,BELEM,PA,4
2024-02,MANAUS,AM,4
2024-02,SALVADOR,BA,4
2024-03,CUBATAO,SP,4
2024-03,FLORIANOPOLIS,SC,4
2024-04,BELEM,PA,4
2024-04,DUQUE DE CAXIAS,RJ,4
2024-04,SANTOS,SP,4
2024-04,SAO BERNARDO DO CAMPO,SP,4
2024-04,TERESINA,PI,4
2024-05,BELEM,PA,4
2021-05,SALVADOR,BA,3
2020-09,MACEIO,AL,3
2023-07,GUARULHOS,SP,3
2016-10,SAO PAULO,SP,3
2019-08,CAMPINAS,SP,3
2021-10,UBERABA,MG,3
2020-11,BRASILIA,DF,3
2022-03,BELO HORIZONTE,MG,3
2018-03,CUIABA,MT,3
2021-11,CURITIBA,PR,3
2022-03,BRASILIA,DF,3
2018-02,CURITIBA,PR,3
2020-10,SAO JOSE DO RIO PRETO,SP,3
2022-08,CAMPINAS,SP,3
2010-11,RIO DE JANEIRO,RJ,3
2014-08,SAO PAULO,SP,3
2020-03,BELEM,PA,3
2010-11,SALVADOR,BA,3
2017-07,SAO PAULO,SP,3
2020-03,BELO HORIZONTE,MG,3
2012-11,SAO PAULO,SP,3
2019-04,BELO HORIZONTE,MG,3
2015-11,RIO DE JANEIRO,RJ,3
2019-05,BELEM,PA,3
2018-06,LUZIANIA,GO,3
2021-06,FEIRA DE SANTANA,BA,3
2014-06,RIO DE JANEIRO,RJ,3
2022-03,GOIANIA,GO,3
2022-03,GUARULHOS,SP,3
2019-05,BRASILIA,DF,3
2020-03,CAMPO GRANDE,MS,3
2019-05,PORTO ALEGRE,RS,3
2013-04,ARARUAMA,RJ,3
2022-07,UBERABA,MG,3
2019-07,ITAPEVI,SP,3
2019-08,CUIABA,MT,3
2022-03,LONDRINA,PR,3
2011-05,SAO PAULO,SP,3
2021-06,RECIFE,PE,3
2016-09,RIO DE JANEIRO,RJ,3
2014-09,SAO PAULO,SP,3
2019-11,BRASILIA,DF,3
2020-08,FORTALEZA,CE,3
2020-08,GOIANIA,GO,3
2021-06,SALVADOR,BA,3
2015-09,RIO DE JANEIRO,RJ,3
2017-11,SAO PAULO,SP,3
2021-07,APARECIDA DE GOIANIA,GO,3
2015-12,RIO DE JANEIRO,RJ,3
2020-06,BELO HORIZONTE,MG,3
2020-11,SALVADOR,BA,3
2010-03,RIO DE JANEIRO,RJ,3
2020-03,SAO GONCALO,RJ,3
2023-08,NOVA IGUACU,RJ,3
2023-08,PIRACICABA,SP,3
2019-12,BELO HORIZONTE,MG,3
2012-02,SAO PAULO,SP,3
2023-08,SAO GONCALO,RJ,3
2023-08,SAO JOSE DOS CAMPOS,SP,3
2020-05,JOAO PESSOA,PB,3
2023-08,VILA VELHA,ES,3
2023-09,BELO HORIZONTE,MG,3
2023-09,BRASILIA,DF,3
2019-07,CAMPINAS,SP,3
2023-09,CURITIBA,PR,3
2023-09,FORTALEZA,CE,3
2023-03,CONTAGEM,MG,3
2023-09,JACAREI,SP,3
2019-04,SOROCABA,SP,3
2022-11,JUNDIAI,SP,3
2023-09,RECIFE,PE,3
2018-01,SAO BERNARDO DO CAMPO,SP,3
2023-01,LONDRINA,PR,3
2015-03,SAO PAULO,SP,3
2023-10,ARARAQUARA,SP,3
2022-10,SAO LUIS,MA,3
2023-10,CANOAS,RS,3
2018-05,NITEROI,RJ,3
2023-03,GOIANIA,GO,3
2022-06,MANAUS,AM,3
2023-10,JOAO PESSOA,PB,3
2023-10,JUIZ DE FORA,MG,3
2021-04,RECIFE,PE,3
2023-03,IBIRITE,MG,3
2010-10,RIO DE JANEIRO,RJ,3
2021-04,MANAUS,AM,3
2023-10,SAO BERNARDO DO CAMPO,SP,3
2023-10,SAO JOSE DOS PINHAIS,PR,3
2019-07,BRASILIA,DF,3
2023-03,MARICA,RJ,3
2019-01,FORTALEZA,CE,3
2020-02,BRASILIA,DF,3
2023-03,PORTO ALEGRE,RS,3
2023-11,PORTO ALEGRE,RS,3
2021-04,GOIANIA,GO,3
2023-11,SAO GONCALO,RJ,3
2023-11,SAO JOSE,SC,3
2023-03,PRAIA GRANDE,SP,3
2022-02,SALVADOR,BA,3
2023-03,RIBEIRAO PRETO,SP,3
2023-12,FORTALEZA,CE,3
2023-12,GUARUJA,SP,3
2023-12,MANAUS,AM,3
2022-10,RECIFE,PE,3
2023-12,NOVA IGUACU,RJ,3
2021-10,GOIANIA,GO,3
2023-12,SAO LUIS,MA,3
2020-11,DUQUE DE CAXIAS,RJ,3
2023-12,SAO VICENTE,SP,3
2024-01,APARECIDA DE GOIANIA,GO,3
2024-01,BALNEARIO CAMBORIU,SC,3
2022-10,CURITIBA,PR,3
2020-03,SALVADOR,BA,3
2019-04,SAO JOSE DOS CAMPOS,SP,3
2022-10,CABO FRIO,RJ,3
2021-03,SABARA,MG,3
2024-01,FORTALEZA,CE,3
2021-10,BRASILIA,DF,3
2023-03,UBERLANDIA,MG,3
2023-04,BELEM,PA,3
2020-10,PORTO ALEGRE,RS,3
2024-01,NOVA IGUACU,RJ,3
2023-01,UBERLANDIA,MG,3
2022-02,FORTALEZA,CE,3
2024-01,SANTOS,SP,3
2023-01,JUIZ DE FORA,MG,3
2024-01,SAO LUIS,MA,3
2021-03,FORTALEZA,CE,3
2021-09,SALVADOR,BA,3
2024-01,SERRA,ES,3
2024-01,SETE LAGOAS,MG,3
2024-01,VOLTA REDONDA,RJ,3
2023-04,CUIABA,MT,3
2022-07,SALVADOR,BA,3
2021-02,SOROCABA,SP,3
2024-02,FLORIANOPOLIS,SC,3
2021-02,SAO CARLOS,SP,3
2024-02,GOIANIA,GO,3
2020-05,GOIANIA,GO,3
2024-02,JOAO PESSOA,PB,3
2023-04,CURITIBA,PR,3
2024-02,PORTO ALEGRE,RS,3
2022-04,SAO LUIS,MA,3
2023-04,FORTALEZA,CE,3
2024-02,SANTOS,SP,3
2016-08,JUIZ DE FORA,MG,3
2022-02,BRASILIA,DF,3
2024-03,ANANINDEUA,PA,3
2024-03,BELO HORIZONTE,MG,3
2024-03,CAMPINAS,SP,3
2023-01,FORTALEZA,CE,3
2020-12,ARACAJU,SE,3
2023-04,RECIFE,PE,3
2021-02,GUARULHOS,SP,3
2024-03,GUARUJA,SP,3
2024-03,JOAO PESSOA,PB,3
2024-03,PRAIA GRANDE,SP,3
2022-06,GUARULHOS,SP,3
2011-12,RIO DE JANEIRO,RJ,3
2024-03,SANTOS,SP,3
2024-03,SAO JOSE DO RIO PRETO,SP,3
2020-06,SALVADOR,BA,3
2024-03,SAO VICENTE,SP,3
2024-03,SERRA,ES,3
2020-07,BELO HORIZONTE,MG,3
2024-04,ARAGUARI,MG,3
2023-02,CURITIBA,PR,3
2022-04,RIBEIRAO PRETO,SP,3
2021-02,CAXIAS DO SUL,RS,3
2024-04,CAMPINAS,SP,3
2024-04,CONTAGEM,MG,3
2024-04,CURITIBA,PR,3
2022-09,SUMARE,SP,3
2016-03,UBERLANDIA,MG,3
2024-04,GOIANIA,GO,3
2024-04,GUARUJA,SP,3
2024-04,ITAQUAQUECETUBA,SP,3
2014-04,FORTALEZA,CE,3
2024-04,OSASCO,SP,3
2024-04,PRAIA GRANDE,SP,3
2024-04,RECIFE,PE,3
2024-04,RIO BRANCO,AC,3
2020-09,CAMPO GRANDE,MS,3
2021-01,VITORIA,ES,3
2024-04,SANTO ANDRE,SP,3
2022-09,JUAZEIRO DO NORTE,CE,3
2023-05,BAURU,SP,3
2024-04,SAO GONCALO,RJ,3
2024-04,SAO LUIS,MA,3
2009-03,SAO PAULO,SP,3
2015-07,RIO DE JANEIRO,RJ,3
2022-09,JABOATAO DOS GUARARAPES,PE,3
2022-09,BRASILIA,DF,3
2023-02,PORTO ALEGRE,RS,3
2020-10,ARACAJU,SE,3
2024-05,CARUARU,PE,3
2022-01,RECIFE,PE,3
