data_inicio_atividade,cidade,uf,quantidade
2011-11,ARAQUARI,SC,1
2011-11,ARARUAMA,RJ,1
2011-11,ASSIS,SP,1
2011-11,ATIBAIA,SP,1
2011-11,BOM JESUS DO NORTE,ES,1
2011-11,BRASILIA,DF,1
2011-11,CAJAZEIRAS,PB,1
2011-11,CAMPINAS,SP,1
2011-11,CANANEIA,SP,1
2011-11,CANDELARIA,RS,1
2011-11,CONGONHAL,MG,1
2011-11,DUQUE DE CAXIAS,RJ,1
2011-11,GOIOERE,PR,1
2011-11,GUARACAI,SP,1
2011-11,IBIRUBA,RS,1
2011-11,ITAPIPOCA,CE,1
2011-11,LINHARES,ES,1
2011-11,MANAUS,AM,1
2011-11,MARANGUAPE,CE,1
2011-11,PAU DOS FERROS,RN,1
2011-11,PRAIA GRANDE,SP,1
2011-11,REDENCAO DO GURGUEIA,PI,1
2011-11,SANTA MARIA,RS,1
2011-11,SANTA RITA DE CASSIA,BA,1
2011-11,SAO JOSE DA VARGINHA,MG,1
2011-11,SAQUAREMA,RJ,1
2011-11,TABATINGA,AM,1
2011-11,TOME-ACU,PA,1
2011-11,TRES LAGOAS,MS,1
2011-12,ALTINHO,PE,1
2011-12,ALTO RIO DOCE,MG,1
2011-12,ALVORADA,RS,1
2011-12,BARUERI,SP,1
2011-12,BAURU,SP,1
2011-12,CANELA,RS,1
2011-12,CAXIAS DO SUL,RS,1
2011-12,GUARACIABA DO NORTE,CE,1
2011-12,ITUPEVA,SP,1
2011-12,NOVO CABRAIS,RS,1
2011-12,OLINDA,PE,1
2011-12,PONTAL DO PARANA,PR,1
2011-12,PROMISSAO,SP,1
2011-12,RIBEIRAO PRETO,SP,1
2011-12,SALVADOR,BA,1
2011-12,SAO JOAO DA BOA VISTA,SP,1
2011-12,SARANDI,PR,1
2011-12,VILA VELHA,ES,1
2011-12,VOLTA REDONDA,RJ,1
2012-01,ALVORADA DO SUL,PR,1
2012-01,ANANINDEUA,PA,1
2012-01,BASTOS,SP,1
2012-01,BOA VISTA,RR,1
2012-01,CACHOEIRINHA,RS,1
2012-01,CAETE,MG,1
2012-01,CAMPO NOVO DO PARECIS,MT,1
2012-01,CANDIDO SALES,BA,1
2012-01,CARAPICUIBA,SP,1
2012-01,CURITIBA,PR,1
2012-01,EMBU DAS ARTES,SP,1
2012-01,EMILIANOPOLIS,SP,1
2012-01,GARANHUNS,PE,1
2012-01,GUAPIMIRIM,RJ,1
2012-01,GUARUJA,SP,1
2012-01,IBIRACU,ES,1
2012-01,JAGUAPITA,PR,1
2012-01,JANAUBA,MG,1
2012-01,MACAE,RJ,1
2012-01,MACEIO,AL,1
2012-01,MANACAPURU,AM,1
2012-01,MARICA,RJ,1
2012-01,MONTES CLAROS,MG,1
2012-01,MOSSORO,RN,1
2012-01,PARAIBUNA,SP,1
2012-01,PITANGUEIRAS,SP,1
2012-01,PONTA PORA,MS,1
2012-01,POTIRAGUA,BA,1
2012-01,POUSO ALEGRE,MG,1
2012-01,RIBEIRAO PRETO,SP,1
2012-01,SANTA ISABEL,SP,1
2012-01,SANTANA DO LIVRAMENTO,RS,1
2012-01,SANTO ANTONIO DE POSSE,SP,1
2012-01,SAO DESIDERIO,BA,1
2012-01,SAO GONCALO DO SAPUCAI,MG,1
2012-01,SAO MANUEL,SP,1
2012-01,SOROCABA,SP,1
2012-01,UBERLANDIA,MG,1
2012-02,ALTAMIRA DO PARANA,PR,1
2012-02,ARACRUZ,ES,1
2012-02,ARARANGUA,SC,1
2012-02,BARRA DE SAO FRANCISCO,ES,1
2012-02,BARUERI,SP,1
2012-02,CALDAS NOVAS,GO,1
2012-02,CAMPINAS,SP,1
2012-02,CAMPOS DO JORDAO,SP,1
2012-02,CARMO DO PARANAIBA,MG,1
2012-02,CORDEIRO,RJ,1
2012-02,CORONEL SAPUCAIA,MS,1
2012-02,FORTALEZA,CE,1
2012-02,GARIBALDI,RS,1
2012-02,GOVERNADOR CELSO RAMOS,SC,1
2012-02,GUAJARA-MIRIM,RO,1
2012-02,GUARAPARI,ES,1
2012-02,GUARATINGUETA,SP,1
2012-02,ILICINEA,MG,1
2012-02,IPIAU,BA,1
2012-02,IRATI,PR,1
2012-02,JAGUARIAIVA,PR,1
2012-02,JUNDIAI,SP,1
2012-02,MACEIO,AL,1
2012-02,MANGARATIBA,RJ,1
2012-02,MARINGA,PR,1
2012-02,NARANDIBA,SP,1
2012-02,ONDA VERDE,SP,1
2012-02,PALMAS,TO,1
2012-02,PORTO ALEGRE,RS,1
2012-02,RECIFE,PE,1
2012-02,REGISTRO,SP,1
2012-02,SAO JOAO BATISTA,SC,1
2012-02,SEBERI,RS,1
2012-02,TELEMACO BORBA,PR,1
2012-02,TIETE,SP,1
2012-02,TRES CORACOES,MG,1
2012-03,ALMIRANTE TAMANDARE,PR,1
2012-03,APUCARANA,PR,1
2012-03,ARACATUBA,SP,1
2012-03,BELO VALE,MG,1
2012-03,BETIM,MG,1
2012-03,BILAC,SP,1
2012-03,BOITUVA,SP,1
2012-03,BOTUCATU,SP,1
2012-03,CAPAO BONITO,SP,1
2012-03,CASCAVEL,PR,1
2012-03,COLATINA,ES,1
2012-03,CRUZ ALTA,RS,1
2012-03,CURITIBA,PR,1
2012-03,EUNAPOLIS,BA,1
2012-03,GUARULHOS,SP,1
2012-03,ILHA DE ITAMARACA,PE,1
2012-03,IPIRANGA DO NORTE,MT,1
2012-03,ITATIAIA,RJ,1
2012-03,JAGUARIUNA,SP,1
2012-03,LAJEDO,PE,1
2012-03,MACEIO,AL,1
2012-03,MAJOR ISIDORO,AL,1
2012-03,NANUQUE,MG,1
2012-03,NOVA VICOSA,BA,1
2012-03,NOVO CRUZEIRO,MG,1
2012-03,PALMAS,TO,1
2012-03,PIRAQUARA,PR,1
2012-03,PORTO ALEGRE,RS,1
2012-03,PORTO NACIONAL,TO,1
2012-03,PRESIDENTE EPITACIO,SP,1
2012-03,RIBEIRAO DAS NEVES,MG,1
2012-03,RIO CLARO,SP,1
2012-03,RIO DE JANEIRO,RJ,1
2012-03,SANTA MARIA,RS,1
2012-03,SAO GONCALO,RJ,1
2012-03,SAO MANUEL,SP,1
2012-03,SAO PAULO,SP,1
2012-03,SAO RAFAEL,RN,1
2012-03,SENADOR CANEDO,GO,1
2012-03,SUMARE,SP,1
2012-03,TOBIAS BARRETO,SE,1
2012-04,AMARANTE,PI,1
2012-04,BELFORD ROXO,RJ,1
2012-04,BERURI,AM,1
2012-04,CHAPECO,SC,1
2012-04,CONCEICAO DO JACUIPE,BA,1
2012-04,COXIM,MS,1
2012-04,CRUZEIRO DO IGUACU,PR,1
2012-04,DIADEMA,SP,1
2012-04,DORES DO TURVO,MG,1
2012-04,FEIRA DE SANTANA,BA,1
2012-04,IJACI,MG,1
2012-04,ITAUNA,MG,1
2012-04,JOAO PESSOA,PB,1
2012-04,MAGE,RJ,1
2012-04,NOVA CRUZ,RN,1
2012-04,PARANAGUA,PR,1
2012-04,PARANAIBA,MS,1
2012-04,PIRACICABA,SP,1
2012-04,POMPEU,MG,1
2012-04,PORTO SEGURO,BA,1
2012-04,SAO GONCALO,RJ,1
2012-04,SAO SEBASTIAO,SP,1
2012-04,SAPUCAIA DO SUL,RS,1
2012-04,TANGARA DA SERRA,MT,1
2012-04,TARTARUGALZINHO,AP,1
2012-04,TATUI,SP,1
2012-04,TAUA,CE,1
2012-04,TERESINA,PI,1
2012-04,VARZEA DA PALMA,MG,1
2012-04,VITORIA,ES,1
2012-05,AMERICANA,SP,1
2012-05,ARACAJU,SE,1
2012-05,ARARAS,SP,1
2012-05,BELEM,PA,1
2012-05,BELO HORIZONTE,MG,1
2012-05,CACHOEIRAS DE MACACU,RJ,1
2012-05,CAJAMAR,SP,1
2012-05,CAMACARI,BA,1
2012-05,CAMPO GRANDE,MS,1
2012-05,CONSELHEIRO LAFAIETE,MG,1
2012-05,FORTALEZA,CE,1
2012-05,FORTIM,CE,1
2012-05,GOIANIA,GO,1
2012-05,ILHEUS,BA,1
2012-05,JABOTICABAL,SP,1
2012-05,JACOBINA,BA,1
2012-05,LINS,SP,1
2012-05,MACAPA,AP,1
2012-05,MOGI DAS CRUZES,SP,1
2012-05,MONTES CLAROS,MG,1
2012-05,OSASCO,SP,1
2012-05,PAES LANDIM,PI,1
2012-05,PARANATINGA,MT,1
2012-05,PASSO DO SOBRADO,RS,1
2012-05,PAULISTA,PE,1
2012-05,PORTEIRINHA,MG,1
2012-05,PORTO ACRE,AC,1
2012-05,PORTO ALEGRE,RS,1
2012-05,POUSO ALEGRE,MG,1
2012-05,RECIFE,PE,1
2012-05,RIBEIRAO CLARO,PR,1
2012-05,RUBIACEA,SP,1
2012-05,SANTA RITA,PB,1
2012-05,SAO JOAQUIM DE BICAS,MG,1
2012-05,SAO JOSE,SC,1
2012-05,SAO LUIS,MA,1
2012-05,SARZEDO,MG,1
2012-05,SERTANOPOLIS,PR,1
2012-05,SERTAOZINHO,SP,1
2012-05,TERESINA,PI,1
2012-05,ULIANOPOLIS,PA,1
2012-06,BELO HORIZONTE,MG,1
2012-06,CABEDELO,PB,1
2012-06,CAMPOS DOS GOYTACAZES,RJ,1
2012-06,FORTALEZA,CE,1
2012-06,GOIANESIA,GO,1
2012-06,IBIA,MG,1
2012-06,ITU,SP,1
2012-06,ITUMBIARA,GO,1
2012-06,JOAO PESSOA,PB,1
2012-06,JUAZEIRO DO NORTE,CE,1
2012-06,PALMAS,TO,1
2012-06,PARAOPEBA,MG,1
2012-06,PIRAQUARA,PR,1
2012-06,PONTALINDA,SP,1
2012-06,PRUDENTOPOLIS,PR,1
2012-06,RECIFE,PE,1
2012-06,RIBEIRAO PRETO,SP,1
2012-06,SANTAREM,PA,1
2012-06,SAO GONCALO,RJ,1
2012-06,SAO JOSE DOS PINHAIS,PR,1
2012-06,TELEMACO BORBA,PR,1
2012-06,VALENCA,BA,1
2012-06,VILA VELHA,ES,1
2012-06,VIRGINIA,MG,1
2012-07,AGUAS DE LINDOIA,SP,1
2012-07,ANANINDEUA,PA,1
2012-07,BALNEARIO CAMBORIU,SC,1
2012-07,BOCAIUVA,MG,1
2012-07,CAMPINA GRANDE,PB,1
2012-07,CAMPO ALEGRE DE LOURDES,BA,1
2012-07,CANOAS,RS,1
2012-07,CAPELA,SE,1
2012-07,CAVALCANTE,GO,1
2012-07,CEREJEIRAS,RO,1
2012-07,COLINAS DO TOCANTINS,TO,1
2012-07,IMPERATRIZ,MA,1
2012-07,ITACOATIARA,AM,1
2012-07,JAGUARARI,BA,1
2012-07,JUIZ DE FORA,MG,1
2012-07,LIMA DUARTE,MG,1
2012-07,MAGE,RJ,1
2012-07,NOSSA SENHORA DAS DORES,SE,1
2012-07,OLIMPIA,SP,1
2012-07,PATO BRANCO,PR,1
2012-07,PERUIBE,SP,1
2012-07,PRADOPOLIS,SP,1
2012-07,SALVADOR,BA,1
2012-07,SANTA TEREZINHA DE ITAIPU,PR,1
2012-07,SANTO ANTONIO DOS LOPES,MA,1
2012-07,SAO JOAO DO ITAPERIU,SC,1
2012-07,SOROCABA,SP,1
2012-07,TERESINA,PI,1
2012-07,UBERLANDIA,MG,1
2012-07,VALINHOS,SP,1
2012-07,VILA VELHA,ES,1
2012-07,VILHENA,RO,1
2012-08,BIRITIBA-MIRIM,SP,1
2012-08,BOTUCATU,SP,1
2012-08,BRASILIA,DF,1
2012-08,BRUSQUE,SC,1
2012-08,CAMPO LARGO,PR,1
2012-08,CAMPOS DO JORDAO,SP,1
2012-08,CONTAGEM,MG,1
2012-08,FOZ DO IGUACU,PR,1
2012-08,HERVAL D'OESTE,SC,1
2012-08,ITAPEVA,SP,1
2012-08,LAJEADO,RS,1
2012-08,LEME,SP,1
2012-08,LINS,SP,1
2012-08,MINEIROS,GO,1
2012-08,NOVA IGUACU,RJ,1
2012-08,OSASCO,SP,1
2012-08,POCOS DE CALDAS,MG,1
2012-08,POJUCA,BA,1
2012-08,PONTAL,SP,1
2012-08,PRAIA GRANDE,SP,1
2012-08,SALVADOR,BA,1
2012-08,SANTO ANTONIO DE PADUA,RJ,1
2012-08,SAO LEOPOLDO,RS,1
2012-08,SAO LOURENCO DA MATA,PE,1
2012-08,UBERLANDIA,MG,1
2012-08,VITORIA DA CONQUISTA,BA,1
2012-09,CAMBUI,MG,1
2012-09,CUBATAO,SP,1
2012-09,CURITIBA,PR,1
2012-09,IJUI,RS,1
2012-09,ITAJUBA,MG,1
2012-09,ITAOBIM,MG,1
2012-09,JARDIM,MS,1
2012-09,JOAO PESSOA,PB,1
2012-09,JUQUITIBA,SP,1
2012-09,MATOZINHOS,MG,1
2012-09,NOVA IGUACU,RJ,1
2012-09,OSASCO,SP,1
2012-09,PAULISTA,PE,1
2012-09,RIBEIRAO PRETO,SP,1
2012-09,RIO VERDE,GO,1
2012-09,ROLANDIA,PR,1
2012-09,SALVADOR,BA,1
2012-09,SANTA MARIA DE ITABIRA,MG,1
2012-09,SAO JOAO DO MANHUACU,MG,1
2012-09,TIANGUA,CE,1
2012-09,VOTORANTIM,SP,1
2012-10,ALTO ALEGRE,SP,1
2012-10,AMARAL FERRADOR,RS,1
2012-10,BARRA MANSA,RJ,1
2012-10,BAURU,SP,1
2012-10,BELEM,PA,1
2012-10,BENTO GONCALVES,RS,1
2012-10,BLUMENAU,SC,1
2012-10,BOM JARDIM DE MINAS,MG,1
2012-10,BRASILIA,DF,1
2012-10,CANTAGALO,RJ,1
2012-10,COCAL DO SUL,SC,1
2012-10,CONSELHEIRO LAFAIETE,MG,1
2012-10,DOIS LAJEADOS,RS,1
2012-10,FLORESTOPOLIS,PR,1
2012-10,HORTOLANDIA,SP,1
2012-10,INDAIATUBA,SP,1
2012-10,JUAZEIRO DO NORTE,CE,1
2012-10,JUIZ DE FORA,MG,1
2012-10,MACEIO,AL,1
2012-10,MAIRI,BA,1
2012-10,MARACANAU,CE,1
2012-10,MARINGA,PR,1
2012-10,MASSARANDUBA,SC,1
2012-10,MOGI MIRIM,SP,1
2012-10,MONTES CLAROS,MG,1
2012-10,MORRETES,PR,1
2012-10,PEDRAS ALTAS,RS,1
2012-10,PINDAMONHANGABA,SP,1
2012-10,PORTO SEGURO,BA,1
2012-10,PRAIA GRANDE,SP,1
2012-10,SANTA MARIA,RS,1
2012-10,SAO JOSE DOS PINHAIS,PR,1
2012-10,SAO SEBASTIAO DO CAI,RS,1
2012-10,SIMOES FILHO,BA,1
2012-10,TIBAU DO SUL,RN,1
2012-10,TUPASSI,PR,1
2012-10,VALENCA,RJ,1
2012-10,VICOSA,MG,1
2012-10,VILA VELHA,ES,1
2012-10,VITORIA,ES,1
2012-11,ANANINDEUA,PA,1
2012-11,ATIBAIA,SP,1
2012-11,BERILO,MG,1
2012-11,BOA VISTA,RR,1
2012-11,BRASILIA,DF,1
2012-11,CABROBO,PE,1
2012-11,CALDAS,MG,1
2012-11,CORUMBA,MS,1
2012-11,CURITIBA,PR,1
2012-11,ESPIGAO D'OESTE,RO,1
2012-11,GUARAMIRIM,SC,1
2012-11,GUARUJA,SP,1
2012-11,IPAUSSU,SP,1
2012-11,ITAPEVI,SP,1
2012-11,JABOATAO DOS GUARARAPES,PE,1
2012-11,MACAPA,AP,1
2012-11,MANGARATIBA,RJ,1
2012-11,MARAGOGIPE,BA,1
2012-11,MARANGUAPE,CE,1
2012-11,OLIMPIA,SP,1
2012-11,PARAGOMINAS,PA,1
2012-11,RIO DE JANEIRO,RJ,1
2012-11,SANTA MARIA,RS,1
2012-11,SAO FELIX,BA,1
2012-11,SAO GONCALO,RJ,1
2012-11,SILVANOPOLIS,TO,1
2012-11,UBERLANDIA,MG,1
2012-12,BANABUIU,CE,1
2012-12,BARRETOS,SP,1
2012-12,BENTO GONCALVES,RS,1
2012-12,CAMPINA VERDE,MG,1
2012-12,CONTAGEM,MG,1
2012-12,CRICIUMA,SC,1
2012-12,CURITIBA,PR,1
2012-12,FORTALEZA,CE,1
2012-12,GOIANIA,GO,1
2012-12,GOVERNADOR VALADARES,MG,1
2012-12,GRAVATAI,RS,1
2012-12,GUARULHOS,SP,1
2012-12,ILHEUS,BA,1
2012-12,ITAMBACURI,MG,1
2012-12,JUCAS,CE,1
2012-12,JUIZ DE FORA,MG,1
2012-12,MACEIO,AL,1
2012-12,MONTES CLAROS,MG,1
2012-12,NATAL,RN,1
2012-12,NATIVIDADE DA SERRA,SP,1
2012-12,NOVA FRIBURGO,RJ,1
2012-12,PALMEIRA,PR,1
2012-12,PARINTINS,AM,1
2012-12,SANTOS,SP,1
2012-12,SAO JOSE DOS CAMPOS,SP,1
2012-12,TERESINA,PI,1
2012-12,TRES CORACOES,MG,1
2012-12,XAMBRE,PR,1
2013-01,ACREUNA,GO,1
2013-01,ALAGOINHAS,BA,1
2013-01,ANDRADINA,SP,1
2013-01,ARAL MOREIRA,MS,1
2013-01,BELFORD ROXO,RJ,1
2013-01,BELO HORIZONTE,MG,1
2013-01,BRASILIA,DF,1
2013-01,CANOINHAS,SC,1
2013-01,CURITIBA,PR,1
2013-01,DELTA,MG,1
2013-01,FLORIANO,PI,1
2013-01,IGARAPE-ACU,PA,1
2013-01,ITAJUBA,MG,1
2013-01,ITAUNA,MG,1
2013-01,JIJOCA DE JERICOACOARA,CE,1
2013-01,LAGOA GRANDE,PE,1
2013-01,MAGE,RJ,1
2013-01,MATINHOS,PR,1
2013-01,MATOZINHOS,MG,1
2013-01,MAUA,SP,1
2013-01,MONGAGUA,SP,1
2013-01,PACO DO LUMIAR,MA,1
2013-01,POMPEU,MG,1
2013-01,SIMAO DIAS,SE,1
2013-02,AGUA CLARA,MS,1
2013-02,AGUDOS,SP,1
2013-02,ALMIRANTE TAMANDARE,PR,1
2013-02,AMAMBAI,MS,1
2013-02,BARUERI,SP,1
2013-02,BLUMENAU,SC,1
2013-02,BOTUCATU,SP,1
2013-02,CAMPINA GRANDE,PB,1
2013-02,CAMPINAS,SP,1
2013-02,DOURADOS,MS,1
2013-02,DUQUE DE CAXIAS,RJ,1
2013-02,ELIAS FAUSTO,SP,1
2013-02,FEIRA DE SANTANA,BA,1
2013-02,FLORIANO,PI,1
2013-02,GOIANIA,GO,1
2013-02,ITABORAI,RJ,1
2013-02,ITAI,SP,1
2013-02,ITANHAEM,SP,1
2013-02,ITAPETININGA,SP,1
2013-02,MAGE,RJ,1
2013-02,MONTE AZUL PAULISTA,SP,1
2013-02,NITEROI,RJ,1
2013-02,NOVA LIMA,MG,1
2013-02,PETROLINA,PE,1
2013-02,PIRATININGA,SP,1
2013-02,PONTALINA,GO,1
2013-02,PORTO VELHO,RO,1
2013-02,RECIFE,PE,1
2013-02,RODEIRO,MG,1
2013-02,SANTO ANTONIO DO LEVERGER,MT,1
2013-02,SAO JOAO DOS PATOS,MA,1
2013-02,SAO JOSE DO RIO PRETO,SP,1
2013-02,SAO JOSE DOS PINHAIS,PR,1
2013-02,SAO PAULO,SP,1
2013-02,SIMOES FILHO,BA,1
2013-02,TEODORO SAMPAIO,SP,1
2013-02,VARGEM ALTA,ES,1
2013-03,AGUAS DE SANTA BARBARA,SP,1
2013-03,ALIANCA DO TOCANTINS,TO,1
2013-03,ARACATI,CE,1
2013-03,BELO HORIZONTE,MG,1
2013-03,BRASILIA,DF,1
2013-03,CAMPO MOURAO,PR,1
2013-03,CAROLINA,MA,1
2013-03,CASTRO,PR,1
2013-03,CAXIAS DO SUL,RS,1
2013-03,EXTREMA,MG,1
2013-03,FOZ DO IGUACU,PR,1
2013-03,ITABIRITO,MG,1
2013-03,ITABUNA,BA,1
2013-03,ITAJUBA,MG,1
2013-03,JUINA,MT,1
2013-03,LORENA,SP,1
2013-03,MARAU,BA,1
2013-03,MARINGA,PR,1
2013-03,MATIPO,MG,1
2013-03,MOSSORO,RN,1
2013-03,NOVA VENECIA,ES,1
2013-03,OLINDA,PE,1
2013-03,OURO PRETO,MG,1
2013-03,PETROPOLIS,RJ,1
2013-03,PICOS,PI,1
2013-03,PIRAQUARA,PR,1
2013-03,SALVADOR,BA,1
2013-03,SAO JOAO DE PIRABAS,PA,1
2013-03,SAO JOAQUIM DE BICAS,MG,1
2013-03,SAO JOSE DOS PINHAIS,PR,1
2013-03,SAO PAULO,SP,1
2013-03,SERIO,RS,1
2013-03,TARUMA,SP,1
2013-03,TIMON,MA,1
2013-03,VENTANIA,PR,1
2013-04,ANGRA DOS REIS,RJ,1
2013-04,ARAGUARI,MG,1
2013-04,BELFORD ROXO,RJ,1
2013-04,BOA VISTA,RR,1
2013-04,BOM JESUS DOS PERDOES,SP,1
2013-04,BRASILIA,DF,1
2013-04,BREVES,PA,1
2013-04,CATALAO,GO,1
2013-04,CUIABA,MT,1
2013-04,FEIRA DE SANTANA,BA,1
2013-04,FELICIO DOS SANTOS,MG,1
2013-04,GARANHUNS,PE,1
2013-04,GUAPIMIRIM,RJ,1
2013-04,GUARULHOS,SP,1
2013-04,IMBITUBA,SC,1
2013-04,ITAGUARA,MG,1
2013-04,ITARANA,ES,1
2013-04,JACAREZINHO,PR,1
2013-04,JATAI,GO,1
2013-04,JOAO PESSOA,PB,1
2013-04,JUIZ DE FORA,MG,1
2013-04,JULIO MESQUITA,SP,1
2013-04,MACHACALIS,MG,1
2013-04,MONTE FORMOSO,MG,1
2013-04,MURIAE,MG,1
2013-04,NOVA SANTA ROSA,PR,1
2013-04,OURINHOS,SP,1
2013-04,PALMEIRAS DE GOIAS,GO,1
2013-04,PARAGUACU PAULISTA,SP,1
2013-04,PARAUAPEBAS,PA,1
2013-04,PASSO FUNDO,RS,1
2013-04,PAULINIA,SP,1
2013-04,RESENDE,RJ,1
2013-04,RIBEIRAO PRETO,SP,1
2013-04,SANTA JULIANA,MG,1
2013-04,SAO LUIS,MA,1
2013-04,SARZEDO,MG,1
2013-04,TOLEDO,PR,1
2013-04,UBERLANDIA,MG,1
2013-04,VERE,PR,1
2013-05,APUCARANA,PR,1
2013-05,ARAPONGAS,PR,1
2013-05,BARREIRAS,BA,1
2013-05,BELO HORIZONTE,MG,1
2013-05,BERILO,MG,1
2013-05,BRASILIA,DF,1
2013-05,CACHOEIRO DE ITAPEMIRIM,ES,1
2013-05,CAMALAU,PB,1
2013-05,CAMPO GRANDE,MS,1
2013-05,CARAZINHO,RS,1
2013-05,CRUZ ALTA,RS,1
2013-05,CRUZEIRO DO SUL,RS,1
2013-05,DIAMANTINO,MT,1
2013-05,DUQUE DE CAXIAS,RJ,1
2013-05,GOIANIA,GO,1
2013-05,GUARAMIRIM,SC,1
2013-05,GUARULHOS,SP,1
2013-05,HORIZONTE,CE,1
2013-05,HORTOLANDIA,SP,1
2013-05,IGARAPE,MG,1
2013-05,IGARASSU,PE,1
2013-05,ITABERAI,GO,1
2013-05,JOAO PESSOA,PB,1
2013-05,JUIZ DE FORA,MG,1
2013-05,LAGOA DA PRATA,MG,1
2013-05,LAMBARI,MG,1
2013-05,LINHARES,ES,1
2013-05,LUMINARIAS,MG,1
2013-05,MARANGUAPE,CE,1
2013-05,OURICANGAS,BA,1
2013-05,PARNAMIRIM,RN,1
2013-05,PORTO ALEGRE,RS,1
2013-05,QUERENCIA,MT,1
2013-05,RIO DE JANEIRO,RJ,1
2013-05,RIO GRANDE,RS,1
2013-05,SALVADOR,BA,1
2013-05,SAO FRANCISCO DO SUL,SC,1
2013-05,SAO LUIS,MA,1
2013-05,SEBASTIANOPOLIS DO SUL,SP,1
2013-05,SOBRAL,CE,1
2013-05,TAIO,SC,1
2013-05,TAQUARA,RS,1
2013-05,TRAMANDAI,RS,1
2013-05,TRES CORACOES,MG,1
2013-05,TRES RIOS,RJ,1
2013-05,VILA VELHA,ES,1
2013-06,ALVORADA DO NORTE,GO,1
2013-06,ANANINDEUA,PA,1
2013-06,APIACA,ES,1
2013-06,BELO HORIZONTE,MG,1
2013-06,BRAGANCA PAULISTA,SP,1
2013-06,CAMPOS DO JORDAO,SP,1
2013-06,CAPAO DO LEAO,RS,1
2013-06,CONCORDIA,SC,1
2013-06,CUBATAO,SP,1
2013-06,CURITIBA,PR,1
2013-06,FORTALEZA,CE,1
2013-06,GOIANIA,GO,1
2013-06,GUARUJA,SP,1
2013-06,IPORANGA,SP,1
2013-06,IRITUIA,PA,1
2013-06,ITUPEVA,SP,1
2013-06,JUIZ DE FORA,MG,1
2013-06,LINHARES,ES,1
2013-06,MAGE,RJ,1
2013-06,MAUA,SP,1
2013-06,MINEIROS,GO,1
2013-06,NOVA LIMA,MG,1
2013-06,PIRACICABA,SP,1
2013-06,QUEIMADAS,PB,1
2013-06,RIBEIRAO BRANCO,SP,1
2013-06,RIO GRANDE,RS,1
2013-06,SANTANA DE PARNAIBA,SP,1
2013-06,SAO JOSE,SC,1
2013-06,SAO PAULO,SP,1
2013-06,TIMOTEO,MG,1
2013-07,ALEM PARAIBA,MG,1
2013-07,ALTAMIRA,PA,1
2013-07,BELO HORIZONTE,MG,1
2013-07,CAMPINAS,SP,1
2013-07,CARVALHOS,MG,1
2013-07,CASCAVEL,PR,1
2013-07,CAXIAS DO SUL,RS,1
2013-07,CURITIBA,PR,1
2013-07,FEIRA DE SANTANA,BA,1
2013-07,FORTALEZA,CE,1
2013-07,GOIANIA,GO,1
2013-07,INDAIATUBA,SP,1
2013-07,JACAREZINHO,PR,1
2013-07,JUIZ DE FORA,MG,1
2013-07,JUNQUEIROPOLIS,SP,1
2013-07,LAGES,SC,1
2013-07,LONDRINA,PR,1
2013-07,MARINGA,PR,1
2013-07,MOCOCA,SP,1
2013-07,MUCURI,BA,1
2013-07,PARANAVAI,PR,1
2013-07,PATROCINIO PAULISTA,SP,1
2013-07,PAULISTA,PE,1
2013-07,PORTO ALEGRE,RS,1
2013-07,RIBEIRAO PRETO,SP,1
2013-07,RIO DE JANEIRO,RJ,1
2013-07,SANTA BARBARA D'OESTE,SP,1
2013-07,SAO BERNARDO DO CAMPO,SP,1
2013-07,SAO GONCALO,RJ,1
2013-07,SAO PEDRO,SP,1
2013-07,SAQUAREMA,RJ,1
2013-07,SERRANA,SP,1
2013-07,SUMARE,SP,1
2013-07,TANGARA DA SERRA,MT,1
2013-07,TELEMACO BORBA,PR,1
2013-07,TERESINA,PI,1
2013-07,TREZE TILIAS,SC,1
2013-08,ARUJA,SP,1
2013-08,CAMPINAS,SP,1
2013-08,CARAPICUIBA,SP,1
2013-08,CARINHANHA,BA,1
2013-08,CONDEUBA,BA,1
2013-08,CORDEIRO,RJ,1
2013-08,CUIABA,MT,1
2013-08,CURITIBA,PR,1
2013-08,DIADEMA,SP,1
2013-08,DIVINOPOLIS,MG,1
2013-08,ESTRELA,RS,1
2013-08,FORTALEZA,CE,1
2013-08,FRANCISCO BELTRAO,PR,1
2013-08,GOIANIA,GO,1
2013-08,GUAXUPE,MG,1
2013-08,ICARA,SC,1
2013-08,IPABA,MG,1
2013-08,ITAJAI,SC,1
2013-08,ITAPIPOCA,CE,1
2013-08,LAGO DA PEDRA,MA,1
2013-08,MACEIO,AL,1
2013-08,MATEUS LEME,MG,1
2013-08,MESQUITA,RJ,1
2013-08,MIRADOURO,MG,1
2013-08,MONGAGUA,SP,1
2013-08,MONTES CLAROS,MG,1
2013-08,NHANDEARA,SP,1
2013-08,OSASCO,SP,1
2013-08,PACATUBA,CE,1
2013-08,PADRE PARAISO,MG,1
2013-08,PARA DE MINAS,MG,1
2013-08,PARAGUACU PAULISTA,SP,1
2013-08,PORTO ALEGRE,RS,1
2013-08,RIO CLARO,SP,1
2013-08,SAO JOAO DE MERITI,RJ,1
2013-08,SAO JOSE DOS PINHAIS,PR,1
2013-08,SAO PAULO,SP,1
2013-08,SUMARE,SP,1
2013-08,UBAITABA,BA,1
2013-08,VENDA NOVA DO IMIGRANTE,ES,1
2013-09,AMERICO BRASILIENSE,SP,1
